result,fighter,opponent,f_kd,o_kd,f_str,o_str,f_td,o_td,f_sub,o_sub,weight_class,method,type,round,time,date,event_url
win,Enrique Barzola,Horacio Gutierrez,0,0,38,10,5,0,0,0,Lightweight,U-DEC,,3,5:00,2015-11-21,http://ufcstats.com/event-details/243b07fc65ccbb16
win,Marco Polo Reyes,Cesar Arzamendia,1,0,10,16,0,3,0,0,Lightweight,KO/TKO,Punch,1,3:42,2015-11-21,http://ufcstats.com/event-details/243b07fc65ccbb16
win,Alejandro Perez,Scott Jorgensen,0,0,39,11,0,2,0,0,Bantamweight,KO/TKO,,2,4:26,2015-11-21,http://ufcstats.com/event-details/243b07fc65ccbb16
win,Andre Fili,Gabriel Benitez,1,0,16,11,1,0,0,0,Featherweight,KO/TKO,Punches,1,3:13,2015-11-21,http://ufcstats.com/event-details/243b07fc65ccbb16
win,Alvaro Herrera Mendoza,Vernon Ramos Ho,1,0,4,2,0,0,0,0,Welterweight,KO/TKO,Punches,1,0:30,2015-11-21,http://ufcstats.com/event-details/243b07fc65ccbb16
win,Erik Perez,Taylor Lapilus,0,1,31,20,1,0,0,1,Bantamweight,U-DEC,,3,5:00,2015-11-21,http://ufcstats.com/event-details/243b07fc65ccbb16
win,Bartosz Fabinski,Hector Urbina,0,0,25,10,6,0,0,3,Welterweight,U-DEC,,3,5:00,2015-11-21,http://ufcstats.com/event-details/243b07fc65ccbb16
win,Jake Matthews,Akbarh Arreola,0,1,62,21,1,0,0,0,Lightweight,KO/TKO,,2,5:00,2015-11-14,http://ufcstats.com/event-details/8d04923f2db59b7f
win,Holly Holm,Ronda Rousey,1,0,38,17,1,0,0,0,Women's Bantamweight,KO/TKO,Kick,2,0:59,2015-11-14,http://ufcstats.com/event-details/8d04923f2db59b7f
win,Joanna Jedrzejczyk,Valerie Letourneau,0,0,220,103,0,1,0,0,Women's Strawweight,U-DEC,,5,5:00,2015-11-14,http://ufcstats.com/event-details/8d04923f2db59b7f
win,Mark Hunt,Antonio Silva,1,0,12,9,0,0,0,0,Heavyweight,KO/TKO,Punch,1,3:41,2015-11-14,http://ufcstats.com/event-details/8d04923f2db59b7f
win,Robert Whittaker,Uriah Hall,0,0,67,45,1,0,0,0,Middleweight,U-DEC,,3,5:00,2015-11-14,http://ufcstats.com/event-details/8d04923f2db59b7f
win,Jared Rosholt,Stefan Struve,0,0,16,33,4,1,0,0,Heavyweight,U-DEC,,3,5:00,2015-11-14,http://ufcstats.com/event-details/8d04923f2db59b7f
win,Gian Villante,Anthony Perosh,1,0,19,6,0,0,0,0,Light Heavyweight,KO/TKO,Punch,1,2:56,2015-11-14,http://ufcstats.com/event-details/8d04923f2db59b7f
win,Danny Martinez,Richie Vaculik,0,0,54,63,9,3,0,0,Flyweight,U-DEC,,3,5:00,2015-11-14,http://ufcstats.com/event-details/8d04923f2db59b7f
win,Daniel Kelly,Steve Montgomery,0,0,63,77,5,0,0,0,Middleweight,U-DEC,,3,5:00,2015-11-14,http://ufcstats.com/event-details/8d04923f2db59b7f
win,Richard Walsh,Steve Kennedy,0,0,93,38,0,3,0,0,Welterweight,U-DEC,,3,5:00,2015-11-14,http://ufcstats.com/event-details/8d04923f2db59b7f
win,James Moontasri,Anton Zafir,1,0,11,17,0,1,0,0,Welterweight,KO/TKO,Spinning Back Kick,1,4:36,2015-11-14,http://ufcstats.com/event-details/8d04923f2db59b7f
win,Kyle Noke,Peter Sobotta,1,0,23,2,0,0,0,0,Welterweight,KO/TKO,Kick,1,2:01,2015-11-14,http://ufcstats.com/event-details/8d04923f2db59b7f
win,Corey Anderson,Fabio Maldonado,0,0,60,26,6,0,0,0,Light Heavyweight,U-DEC,,3,5:00,2015-11-07,http://ufcstats.com/event-details/5345f86680378fc1
win,Rashid Magomedov,Gilbert Burns,2,0,80,28,2,2,0,0,Lightweight,U-DEC,,3,5:00,2015-11-07,http://ufcstats.com/event-details/5345f86680378fc1
win,Vitor Belfort,Dan Henderson,1,0,6,3,0,0,0,0,Middleweight,KO/TKO,Kick,1,2:07,2015-11-07,http://ufcstats.com/event-details/5345f86680378fc1
win,Thomas Almeida,Anthony Birchak,1,0,24,27,0,0,0,0,Bantamweight,KO/TKO,Punches,1,4:24,2015-11-07,http://ufcstats.com/event-details/5345f86680378fc1
win,Alex Oliveira,Piotr Hallmann,1,0,42,36,0,1,0,0,Lightweight,KO/TKO,Punch,3,0:51,2015-11-07,http://ufcstats.com/event-details/5345f86680378fc1
win,Glover Teixeira,Patrick Cummins,0,0,54,33,0,4,0,0,Light Heavyweight,KO/TKO,Punches,2,1:12,2015-11-07,http://ufcstats.com/event-details/5345f86680378fc1
win,Chas Skelly,Edimilson Souza,0,1,7,19,2,0,2,0,Featherweight,SUB,Rear Naked Choke,2,1:56,2015-11-07,http://ufcstats.com/event-details/5345f86680378fc1
win,Thiago Tavares,Clay Guida,0,0,2,3,0,1,1,0,Featherweight,SUB,Guillotine Choke,1,0:39,2015-11-07,http://ufcstats.com/event-details/5345f86680378fc1
win,Viscardi Andrade,Gasan Umalatov,0,0,78,38,0,0,0,0,Welterweight,U-DEC,,3,5:00,2015-11-07,http://ufcstats.com/event-details/5345f86680378fc1
win,Jimmie Rivera,Pedro Munhoz,0,0,96,66,0,0,0,0,Bantamweight,S-DEC,,3,5:00,2015-11-07,http://ufcstats.com/event-details/5345f86680378fc1
win,Abel Trujillo,Gleison Tibau,0,0,0,3,0,2,0,1,Lightweight,DQ,Rear Naked Choke,1,1:45,2015-11-07,http://ufcstats.com/event-details/5345f86680378fc1
win,Johnny Case,Yan Cabral,1,0,74,31,0,3,0,0,Lightweight,U-DEC,,3,5:00,2015-11-07,http://ufcstats.com/event-details/5345f86680378fc1
win,Neil Seery,Jon Delos Reyes,0,0,38,25,2,3,2,0,Flyweight,SUB,Guillotine Choke,2,4:12,2015-10-24,http://ufcstats.com/event-details/f3155a94ca420126
win,Louis Smolka,Paddy Holohan,0,0,59,16,0,4,2,0,Flyweight,SUB,Rear Naked Choke,2,4:09,2015-10-24,http://ufcstats.com/event-details/f3155a94ca420126
win,Norman Parke,Reza Madadi,0,0,47,33,1,1,0,0,Lightweight,U-DEC,,3,5:00,2015-10-24,http://ufcstats.com/event-details/f3155a94ca420126
draw,Nicolas Dalby,Darren Till,0,1,84,49,2,0,0,0,Welterweight,M-DEC,,3,5:00,2015-10-24,http://ufcstats.com/event-details/f3155a94ca420126
win,Stevie Ray,Mickael Lebout,0,0,48,27,1,0,0,0,Lightweight,U-DEC,,3,5:00,2015-10-24,http://ufcstats.com/event-details/f3155a94ca420126
win,Krzysztof Jotko,Scott Askham,0,0,38,22,2,0,0,1,Middleweight,S-DEC,,3,5:00,2015-10-24,http://ufcstats.com/event-details/f3155a94ca420126
win,Tom Breese,Cathal Pendred,1,0,23,5,0,0,0,0,Welterweight,KO/TKO,Punches,1,4:37,2015-10-24,http://ufcstats.com/event-details/f3155a94ca420126
win,Darren Elkins,Robert Whiteford,0,0,40,23,7,1,2,0,Featherweight,U-DEC,,3,5:00,2015-10-24,http://ufcstats.com/event-details/f3155a94ca420126
win,Aisling Daly,Ericka Almeida,0,0,59,19,2,1,0,0,Women's Strawweight,U-DEC,,3,5:00,2015-10-24,http://ufcstats.com/event-details/f3155a94ca420126
win,Yair Rodriguez,Dan Hooker,0,0,52,19,2,1,0,0,Featherweight,U-DEC,,3,5:00,2015-10-03,http://ufcstats.com/event-details/119ebea97e914dcf
win,Ryan Bader,Rashad Evans,0,0,52,25,1,0,0,0,Light Heavyweight,U-DEC,,3,5:00,2015-10-03,http://ufcstats.com/event-details/119ebea97e914dcf
win,Ruslan Magomedov,Shawn Jordan,0,0,71,20,0,1,0,0,Heavyweight,U-DEC,,3,5:00,2015-10-03,http://ufcstats.com/event-details/119ebea97e914dcf
win,Joseph Benavidez,Ali Bagautinov,0,0,48,31,0,0,0,0,Flyweight,U-DEC,,3,5:00,2015-10-03,http://ufcstats.com/event-details/119ebea97e914dcf
win,Julianna Pena,Jessica Eye,0,0,34,30,3,1,3,1,Women's Bantamweight,U-DEC,,3,5:00,2015-10-03,http://ufcstats.com/event-details/119ebea97e914dcf
win,Albert Tumenov,Alan Jouban,1,0,19,17,0,0,0,0,Welterweight,KO/TKO,Punches,1,2:55,2015-10-03,http://ufcstats.com/event-details/119ebea97e914dcf
win,Daniel Cormier,Alexander Gustafsson,0,1,140,120,1,1,0,0,Light Heavyweight,S-DEC,,5,5:00,2015-10-03,http://ufcstats.com/event-details/119ebea97e914dcf
win,Adriano Martins,Islam Makhachev,1,0,3,4,0,0,0,0,Lightweight,KO/TKO,Punch,1,1:46,2015-10-03,http://ufcstats.com/event-details/119ebea97e914dcf
win,Rose Namajunas,Angela Hill,0,0,13,12,1,0,1,0,Women's Strawweight,SUB,Rear Naked Choke,1,2:47,2015-10-03,http://ufcstats.com/event-details/119ebea97e914dcf
win,Sage Northcutt,Francisco Trevino,0,0,21,1,1,0,0,0,Lightweight,KO/TKO,Punches,1,0:57,2015-10-03,http://ufcstats.com/event-details/119ebea97e914dcf
win,Sergio Pettis,Chris Cariaso,1,0,37,37,3,0,0,1,Flyweight,U-DEC,,3,5:00,2015-10-03,http://ufcstats.com/event-details/119ebea97e914dcf
win,Kyoji Horiguchi,Chico Camus,0,0,78,63,0,0,0,0,Flyweight,U-DEC,,3,5:00,2015-09-26,http://ufcstats.com/event-details/a4dd5c9a75763295
win,Josh Barnett,Roy Nelson,0,0,146,60,0,4,0,0,Heavyweight,U-DEC,,5,5:00,2015-09-26,http://ufcstats.com/event-details/a4dd5c9a75763295
win,Uriah Hall,Gegard Mousasi,1,0,18,17,0,1,1,1,Middleweight,KO/TKO,Spinning Back Kick,2,0:25,2015-09-26,http://ufcstats.com/event-details/a4dd5c9a75763295
win,Takeya Mizugaki,George Roop,0,0,70,47,0,0,0,0,Bantamweight,U-DEC,,3,5:00,2015-09-26,http://ufcstats.com/event-details/a4dd5c9a75763295
win,Diego Brandao,Katsunori Kikuno,1,0,14,1,0,0,0,0,Featherweight,KO/TKO,Punch,1,0:28,2015-09-26,http://ufcstats.com/event-details/a4dd5c9a75763295
draw,Mizuto Hirota,Teruto Ishihara,0,2,62,88,2,0,0,0,Featherweight,S-DEC,,3,5:00,2015-09-26,http://ufcstats.com/event-details/a4dd5c9a75763295
win,Nick Hein,Yusuke Kasuya,0,0,46,44,0,1,0,0,Lightweight,U-DEC,,3,5:00,2015-09-26,http://ufcstats.com/event-details/a4dd5c9a75763295
win,Kajan Johnson,Naoyuki Kotani,1,0,57,21,0,1,0,0,Lightweight,U-DEC,,3,5:00,2015-09-26,http://ufcstats.com/event-details/a4dd5c9a75763295
win,Keita Nakamura,Li Jingliang,1,1,40,79,0,1,1,0,Welterweight,SUB,Rear Naked Choke,3,2:17,2015-09-26,http://ufcstats.com/event-details/a4dd5c9a75763295
win,Corey Anderson,Jan Blachowicz,0,0,84,20,4,1,0,1,Light Heavyweight,U-DEC,,3,5:00,2015-09-05,http://ufcstats.com/event-details/82f5c81f4e3c3eb5
win,Demetrious Johnson,John Dodson,0,0,88,58,4,1,0,0,Flyweight,U-DEC,,5,5:00,2015-09-05,http://ufcstats.com/event-details/82f5c81f4e3c3eb5
win,Andrei Arlovski,Frank Mir,0,0,39,24,0,1,0,0,Heavyweight,U-DEC,,3,5:00,2015-09-05,http://ufcstats.com/event-details/82f5c81f4e3c3eb5
win,Anthony Johnson,Jimi Manuwa,1,0,25,8,2,0,0,0,Light Heavyweight,KO/TKO,Punch,2,0:28,2015-09-05,http://ufcstats.com/event-details/82f5c81f4e3c3eb5
win,Paige VanZant,Alex Chambers,0,0,73,30,3,0,1,1,Women's Strawweight,SUB,Armbar,3,1:01,2015-09-05,http://ufcstats.com/event-details/82f5c81f4e3c3eb5
win,Ross Pearson,Paul Felder,0,0,62,60,1,0,0,0,Lightweight,S-DEC,,3,5:00,2015-09-05,http://ufcstats.com/event-details/82f5c81f4e3c3eb5
win,Raquel Pennington,Jessica Andrade,0,0,41,41,2,4,1,1,Women's Bantamweight,SUB,Rear Naked Choke,2,4:58,2015-09-05,http://ufcstats.com/event-details/82f5c81f4e3c3eb5
win,Tiago dos Santos e Silva,Clay Collard,0,1,52,84,1,1,1,0,Featherweight,S-DEC,,3,5:00,2015-09-05,http://ufcstats.com/event-details/82f5c81f4e3c3eb5
win,Joe Riggs,Ron Stallings,1,0,35,24,2,0,0,0,Middleweight,DQ,,2,2:28,2015-09-05,http://ufcstats.com/event-details/82f5c81f4e3c3eb5
win,John Lineker,Francisco Rivera,1,0,28,16,0,0,1,0,Bantamweight,SUB,Guillotine Choke,1,2:08,2015-09-05,http://ufcstats.com/event-details/82f5c81f4e3c3eb5
win,Valerie Letourneau,Maryna Moroz,1,0,69,55,1,0,0,0,Women's Strawweight,U-DEC,,3,5:00,2015-08-23,http://ufcstats.com/event-details/2ce6541127b0e232
win,Max Holloway,Charles Oliveira,0,0,14,5,0,0,0,0,Featherweight,KO/TKO,,1,1:39,2015-08-23,http://ufcstats.com/event-details/2ce6541127b0e232
win,Patrick Cote,Joshua Burkman,1,0,60,45,0,1,0,0,Welterweight,KO/TKO,Punches,3,1:26,2015-08-23,http://ufcstats.com/event-details/2ce6541127b0e232
win,Francisco Trinaldo,Chad Laprise,1,0,17,8,0,0,0,0,Lightweight,KO/TKO,Punches,1,2:43,2015-08-23,http://ufcstats.com/event-details/2ce6541127b0e232
win,Olivier Aubin-Mercier,Tony Sims,0,0,3,23,6,0,0,1,Lightweight,U-DEC,,3,5:00,2015-08-23,http://ufcstats.com/event-details/2ce6541127b0e232
win,Shane Campbell,Elias Silverio,0,0,44,22,2,2,0,0,Lightweight,U-DEC,,3,5:00,2015-08-23,http://ufcstats.com/event-details/2ce6541127b0e232
win,Neil Magny,Erick Silva,0,0,68,29,4,3,0,0,Welterweight,U-DEC,,3,5:00,2015-08-23,http://ufcstats.com/event-details/2ce6541127b0e232
win,Felipe Arantes,Yves Jabouin,0,0,4,5,0,2,1,0,Bantamweight,SUB,Armbar,1,4:21,2015-08-23,http://ufcstats.com/event-details/2ce6541127b0e232
win,Nikita Krylov,Marcos Rogerio de Lima,0,0,21,5,0,0,1,2,Light Heavyweight,SUB,Rear Naked Choke,1,2:29,2015-08-23,http://ufcstats.com/event-details/2ce6541127b0e232
win,Chris Kelades,Chris Beal,0,0,50,47,1,2,0,0,Flyweight,S-DEC,,3,5:00,2015-08-23,http://ufcstats.com/event-details/2ce6541127b0e232
win,Frankie Perez,Sam Stout,1,0,12,2,0,0,0,0,Lightweight,KO/TKO,Punches,1,0:54,2015-08-23,http://ufcstats.com/event-details/2ce6541127b0e232
win,Derek Brunson,Sam Alvey,0,0,27,4,0,0,0,0,Middleweight,KO/TKO,Punches,1,2:19,2015-08-08,http://ufcstats.com/event-details/b71667c778b6d9e5
win,Glover Teixeira,Ovince Saint Preux,0,0,53,30,5,0,1,0,Light Heavyweight,SUB,Rear Naked Choke,3,3:10,2015-08-08,http://ufcstats.com/event-details/b71667c778b6d9e5
win,Beneil Dariush,Michael Johnson,0,0,75,84,0,0,0,0,Lightweight,S-DEC,,3,5:00,2015-08-08,http://ufcstats.com/event-details/b71667c778b6d9e5
win,Jared Rosholt,Timothy Johnson,0,0,19,26,2,3,1,0,Heavyweight,U-DEC,,3,5:00,2015-08-08,http://ufcstats.com/event-details/b71667c778b6d9e5
win,Amanda Nunes,Sara McMann,1,0,27,2,0,0,1,0,Women's Bantamweight,SUB,Rear Naked Choke,1,2:53,2015-08-08,http://ufcstats.com/event-details/b71667c778b6d9e5
win,Ray Borg,Geane Herrera,0,0,26,7,3,0,2,0,Flyweight,U-DEC,,3,5:00,2015-08-08,http://ufcstats.com/event-details/b71667c778b6d9e5
win,Jonathan Wilson,Chris Dempsey,1,0,4,0,0,0,0,0,Light Heavyweight,KO/TKO,Punch,1,0:50,2015-08-08,http://ufcstats.com/event-details/b71667c778b6d9e5
win,Chris Camozzi,Tom Watson,0,0,87,82,3,1,2,0,Middleweight,U-DEC,,3,5:00,2015-08-08,http://ufcstats.com/event-details/b71667c778b6d9e5
win,Dustin Ortiz,Willie Gates,0,0,92,13,4,0,1,0,Flyweight,KO/TKO,Punches,3,2:58,2015-08-08,http://ufcstats.com/event-details/b71667c778b6d9e5
win,Frankie Saenz,Sirwan Kakai,0,0,80,55,1,3,1,0,Bantamweight,S-DEC,,3,5:00,2015-08-08,http://ufcstats.com/event-details/b71667c778b6d9e5
win,Marlon Vera,Roman Salazar,0,0,25,14,0,1,2,0,Bantamweight,SUB,Triangle Armbar,2,2:15,2015-08-08,http://ufcstats.com/event-details/b71667c778b6d9e5
win,Uriah Hall,Oluwale Bamgbose,0,0,11,7,1,0,0,0,Middleweight,KO/TKO,Punches,1,2:32,2015-08-08,http://ufcstats.com/event-details/b71667c778b6d9e5
win,Ronda Rousey,Bethe Correia,1,0,19,9,0,0,0,0,Women's Bantamweight,KO/TKO,Punch,1,0:34,2015-08-01,http://ufcstats.com/event-details/a9c45a8b21eabadc
win,Mauricio Rua,Rogerio Nogueira,0,0,53,63,2,0,0,1,Light Heavyweight,U-DEC,,3,5:00,2015-08-01,http://ufcstats.com/event-details/a9c45a8b21eabadc
win,Glaico Franca Moreira,Fernando Bruno,0,0,23,20,4,2,1,0,Lightweight,SUB,Rear Naked Choke,3,4:46,2015-08-01,http://ufcstats.com/event-details/a9c45a8b21eabadc
win,Reginaldo Vieira,Dileno Lopes,0,0,59,46,0,3,2,3,Bantamweight,U-DEC,,3,5:00,2015-08-01,http://ufcstats.com/event-details/a9c45a8b21eabadc
win,Stefan Struve,Antonio Rodrigo Nogueira,0,0,93,59,0,1,0,0,Heavyweight,U-DEC,,3,5:00,2015-08-01,http://ufcstats.com/event-details/a9c45a8b21eabadc
win,Antonio Silva,Soa Palelei,1,0,16,19,0,1,0,0,Heavyweight,KO/TKO,Punches,2,0:41,2015-08-01,http://ufcstats.com/event-details/a9c45a8b21eabadc
win,Claudia Gadelha,Jessica Aguilar,0,0,111,70,4,0,0,0,Women's Strawweight,U-DEC,,3,5:00,2015-08-01,http://ufcstats.com/event-details/a9c45a8b21eabadc
win,Demian Maia,Neil Magny,0,0,13,0,2,0,1,0,Welterweight,SUB,Rear Naked Choke,2,2:52,2015-08-01,http://ufcstats.com/event-details/a9c45a8b21eabadc
win,Patrick Cummins,Rafael Cavalcante,0,0,49,23,8,0,0,0,Light Heavyweight,KO/TKO,Elbows,3,0:45,2015-08-01,http://ufcstats.com/event-details/a9c45a8b21eabadc
win,Warlley Alves,Nordine Taleb,0,0,17,17,2,0,1,0,Welterweight,SUB,Guillotine Choke,2,4:11,2015-08-01,http://ufcstats.com/event-details/a9c45a8b21eabadc
win,Iuri Alcantara,Leandro Issa,0,0,53,26,0,1,0,0,Bantamweight,U-DEC,,3,5:00,2015-08-01,http://ufcstats.com/event-details/a9c45a8b21eabadc
win,Vitor Miranda,Clint Hester,0,0,57,15,1,1,0,0,Middleweight,KO/TKO,Elbows,2,2:38,2015-08-01,http://ufcstats.com/event-details/a9c45a8b21eabadc
win,Jim Miller,Danny Castillo,0,0,45,35,2,0,0,0,Lightweight,S-DEC,,3,5:00,2015-07-25,http://ufcstats.com/event-details/0c3838c8f7c620c2
win,Tom Lawlor,Gian Villante,1,0,22,31,0,1,0,0,Light Heavyweight,KO/TKO,Punch,2,0:27,2015-07-25,http://ufcstats.com/event-details/0c3838c8f7c620c2
win,Miesha Tate,Jessica Eye,1,0,58,56,1,0,2,0,Women's Bantamweight,U-DEC,,3,5:00,2015-07-25,http://ufcstats.com/event-details/0c3838c8f7c620c2
win,Edson Barboza,Paul Felder,0,0,64,47,0,0,0,0,Lightweight,U-DEC,,3,5:00,2015-07-25,http://ufcstats.com/event-details/0c3838c8f7c620c2
win,Joe Lauzon,Takanori Gomi,0,0,15,7,1,0,0,0,Lightweight,KO/TKO,Punches,1,2:37,2015-07-25,http://ufcstats.com/event-details/0c3838c8f7c620c2
win,Ben Saunders,Kenny Robertson,0,1,98,91,0,2,0,0,Welterweight,S-DEC,,3,5:00,2015-07-25,http://ufcstats.com/event-details/0c3838c8f7c620c2
win,TJ Dillashaw,Renan Barao,0,0,117,62,0,0,0,0,Bantamweight,KO/TKO,Punches,4,0:35,2015-07-25,http://ufcstats.com/event-details/0c3838c8f7c620c2
win,James Krause,Daron Cruickshank,0,0,10,6,1,0,1,0,Lightweight,SUB,Rear Naked Choke,1,1:27,2015-07-25,http://ufcstats.com/event-details/0c3838c8f7c620c2
win,Andrew Holbrook,Ramsey Nijem,0,0,20,29,0,6,2,0,Lightweight,S-DEC,,3,5:00,2015-07-25,http://ufcstats.com/event-details/0c3838c8f7c620c2
win,Elizabeth Phillips,Jessamyn Duke,0,0,49,36,2,2,1,3,Women's Bantamweight,U-DEC,,3,5:00,2015-07-25,http://ufcstats.com/event-details/0c3838c8f7c620c2
win,Bryan Caraway,Eddie Wineland,0,0,61,52,0,0,0,0,Bantamweight,U-DEC,,3,5:00,2015-07-25,http://ufcstats.com/event-details/0c3838c8f7c620c2
win,Leon Edwards,Pawel Pawlak,1,0,36,24,0,0,0,0,Welterweight,U-DEC,,3,5:00,2015-07-18,http://ufcstats.com/event-details/ef7fa30364cbe7f2
win,Michael Bisping,Thales Leites,0,0,115,79,0,1,0,0,Middleweight,S-DEC,,5,5:00,2015-07-18,http://ufcstats.com/event-details/ef7fa30364cbe7f2
win,Evan Dunham,Ross Pearson,0,0,26,16,5,0,1,0,Lightweight,U-DEC,,3,5:00,2015-07-18,http://ufcstats.com/event-details/ef7fa30364cbe7f2
win,Joe Duffy,Ivan Jorge,0,0,8,7,0,0,1,0,Lightweight,SUB,Triangle Choke,1,3:05,2015-07-18,http://ufcstats.com/event-details/ef7fa30364cbe7f2
win,Joanne Wood,Cortney Casey,1,0,90,57,3,0,0,0,Women's Strawweight,U-DEC,,3,5:00,2015-07-18,http://ufcstats.com/event-details/ef7fa30364cbe7f2
win,Stevie Ray,Leonardo Mafra,1,0,19,23,0,0,0,0,Lightweight,KO/TKO,Punches,1,2:30,2015-07-18,http://ufcstats.com/event-details/ef7fa30364cbe7f2
win,Ilir Latifi,Hans Stringer,1,0,7,2,0,0,0,0,Light Heavyweight,KO/TKO,Punch,1,0:56,2015-07-18,http://ufcstats.com/event-details/ef7fa30364cbe7f2
win,Mickael Lebout,Teemu Packalen,0,0,43,35,0,3,0,1,Lightweight,U-DEC,,3,5:00,2015-07-18,http://ufcstats.com/event-details/ef7fa30364cbe7f2
win,Robert Whiteford,Paul Redmond,1,0,20,11,0,0,0,0,Featherweight,KO/TKO,Punch,1,3:04,2015-07-18,http://ufcstats.com/event-details/ef7fa30364cbe7f2
win,Jimmie Rivera,Marcus Brimage,1,0,15,9,0,0,0,0,Bantamweight,KO/TKO,Punches,1,1:29,2015-07-18,http://ufcstats.com/event-details/ef7fa30364cbe7f2
win,Paddy Holohan,Vaughan Lee,0,0,28,27,1,0,2,1,Flyweight,U-DEC,,3,5:00,2015-07-18,http://ufcstats.com/event-details/ef7fa30364cbe7f2
win,Sean Strickland,Igor Araujo,1,0,71,39,3,0,2,0,Welterweight,U-DEC,,3,5:00,2015-07-15,http://ufcstats.com/event-details/36877f0e62b25b96
win,Manvel Gamburyan,Scott Jorgensen,1,0,42,36,5,1,2,0,Bantamweight,U-DEC,,3,5:00,2015-07-15,http://ufcstats.com/event-details/36877f0e62b25b96
win,Frank Mir,Todd Duffee,1,0,16,9,0,0,0,0,Heavyweight,KO/TKO,Punch,1,1:13,2015-07-15,http://ufcstats.com/event-details/36877f0e62b25b96
win,Holly Holm,Marion Reneau,0,0,65,26,1,0,0,0,Women's Bantamweight,U-DEC,,3,5:00,2015-07-15,http://ufcstats.com/event-details/36877f0e62b25b96
win,Kevin Lee,James Moontasri,0,0,9,6,1,0,1,0,Lightweight,SUB,Rear Naked Choke,1,2:56,2015-07-15,http://ufcstats.com/event-details/36877f0e62b25b96
win,Tony Ferguson,Josh Thomson,1,0,83,33,0,1,2,0,Lightweight,U-DEC,,3,5:00,2015-07-15,http://ufcstats.com/event-details/36877f0e62b25b96
win,Sam Sicilia,Yaotzin Meza,0,0,12,18,2,1,4,1,Featherweight,U-DEC,,3,5:00,2015-07-15,http://ufcstats.com/event-details/36877f0e62b25b96
win,Rani Yahya,Masanori Kanehara,0,0,24,24,4,0,2,0,Bantamweight,S-DEC,,3,5:00,2015-07-15,http://ufcstats.com/event-details/36877f0e62b25b96
win,Alan Jouban,Matt Dwyer,1,1,51,29,1,0,0,0,Welterweight,U-DEC,,3,5:00,2015-07-15,http://ufcstats.com/event-details/36877f0e62b25b96
win,Kevin Casey,Ildemar Alcantara,0,0,41,20,1,0,0,0,Middleweight,U-DEC,,3,5:00,2015-07-15,http://ufcstats.com/event-details/36877f0e62b25b96
win,Jessica Andrade,Sarah Moras,0,0,50,18,3,0,0,1,Women's Bantamweight,U-DEC,,3,5:00,2015-07-15,http://ufcstats.com/event-details/36877f0e62b25b96
win,Michelle Waterson-Gomez,Angela Magana,0,0,47,8,3,1,4,1,Women's Strawweight,SUB,Rear Naked Choke,3,2:38,2015-07-12,http://ufcstats.com/event-details/a890f9a791ed615d
win,Stephen Thompson,Jake Ellenberger,2,1,20,5,1,0,0,0,Welterweight,KO/TKO,Kick,1,4:29,2015-07-12,http://ufcstats.com/event-details/a890f9a791ed615d
win,Kamaru Usman,Hayder Hassan,0,0,15,3,6,0,1,0,Welterweight,SUB,Arm Triangle,2,1:19,2015-07-12,http://ufcstats.com/event-details/a890f9a791ed615d
win,Michael Graves,Vicente Luque,0,0,27,28,7,0,0,1,Welterweight,U-DEC,,3,5:00,2015-07-12,http://ufcstats.com/event-details/a890f9a791ed615d
win,Jorge Masvidal,Cezar Ferreira,1,0,12,7,0,1,0,0,Welterweight,KO/TKO,Elbow,1,4:22,2015-07-12,http://ufcstats.com/event-details/a890f9a791ed615d
win,George Sullivan,Dominic Waters,0,0,54,13,2,5,3,0,Welterweight,U-DEC,,3,5:00,2015-07-12,http://ufcstats.com/event-details/a890f9a791ed615d
win,Jerrod Sanders,Russell Doane,0,1,15,13,3,1,3,3,Bantamweight,U-DEC,,3,5:00,2015-07-12,http://ufcstats.com/event-details/a890f9a791ed615d
win,Trevor Smith,Dan Miller,0,0,51,25,1,0,0,1,Middleweight,U-DEC,,3,5:00,2015-07-12,http://ufcstats.com/event-details/a890f9a791ed615d
win,Maximo Blanco,Mike de la Torre,1,0,4,1,0,0,0,0,Featherweight,KO/TKO,Punch,1,0:16,2015-07-12,http://ufcstats.com/event-details/a890f9a791ed615d
win,Josh Samman,Caio Magalhaes,0,0,12,3,0,0,1,0,Middleweight,SUB,Rear Naked Choke,1,2:52,2015-07-12,http://ufcstats.com/event-details/a890f9a791ed615d
win,Thomas Almeida,Brad Pickett,1,1,24,20,0,0,0,0,Bantamweight,KO/TKO,Flying Knee,2,0:29,2015-07-11,http://ufcstats.com/event-details/3be081c29bf734d9
win,Conor McGregor,Chad Mendes,1,0,46,31,0,4,0,0,Featherweight,KO/TKO,Punch,2,4:57,2015-07-11,http://ufcstats.com/event-details/3be081c29bf734d9
win,Robbie Lawler,Rory MacDonald,1,0,70,86,0,0,0,0,Welterweight,KO/TKO,Punch,5,1:00,2015-07-11,http://ufcstats.com/event-details/3be081c29bf734d9
win,Jeremy Stephens,Dennis Bermudez,2,0,38,35,0,1,0,0,Featherweight,KO/TKO,Flying Knee,3,0:32,2015-07-11,http://ufcstats.com/event-details/3be081c29bf734d9
win,Gunnar Nelson,Brandon Thatch,1,0,6,8,0,0,1,0,Welterweight,SUB,Rear Naked Choke,1,2:54,2015-07-11,http://ufcstats.com/event-details/3be081c29bf734d9
